date,symbol,open,high,low,close,volume,adv,daily_volatility
2024-01-08,GOOGL,135.798,138.508,135.768,138.338,21481573.0,3273707836.8278,0.01734654324630381
2024-01-08,HD,343.43,348.4559,343.25,347.93,2736244.0,1039949528.376,0.01580920182792036
2024-01-08,JNJ,161.1,161.66,159.61,161.53,6569810.0,1183047930.92,0.0034497213053857924
2024-01-08,JPM,172.02,172.36,169.485,172.02,11229916.0,1824594916.414,0.0039355614244294184
2024-01-08,META,354.7,358.98,352.05,358.66,13890222.0,5187634930.782,0.010493002422462433
2024-01-08,MSFT,366.558,372.415,366.272,371.909,23306959.813617,8401075202.692088,0.01127247517547407
2024-01-08,NVDA,49.498,52.2601,49.465,52.2381,642692065.0,20747448680.2489,0.03234233971192826
2024-01-08,PG,147.91,148.92,147.65,148.69,8255307.0,1054643705.5139999,0.008352639577971171
2024-01-08,UNH,525.097,525.926,514.0,522.293,2721090.0,1595378065.5562,0.009614020524514709
2024-01-08,XOM,100.73,101.04,98.9,100.92,23370127.0,2159166743.82,0.011324909498999057
2024-01-09,AAPL,182.2,183.419,181.02,183.409,43246403.0,11563185737.361832,0.014335823603514278
2024-01-09,AMZN,148.33,151.71,148.21,151.37,43812567.0,7116484320.055,0.020752490655446116
2024-01-09,GOOGL,138.0,140.974,137.651,140.44,24849354.0,3309730409.983166,0.016253298763796987
2024-01-09,HD,345.81,349.11,345.25,346.19,2338058.0,1001526656.8166666,0.014059969558960678
2024-01-09,JNJ,161.63,163.28,160.595,161.63,6357014.0,1157120637.9033334,0.003095785999491639
2024-01-09,JPM,171.62,171.79,170.095,170.66,9923630.0,1802756879.6450002,0.004884834856229113
2024-01-09,META,356.4,360.64,355.36,357.43,13463871.0,5125094344.24,0.010618618442435418
2024-01-09,MSFT,369.248,373.199,368.436,373.0,20985716.694873,8305508056.774678,0.009763300029333375
2024-01-09,NVDA,52.3861,54.3097,51.6754,53.1249,773319250.0,24136625204.261585,0.02806532651526721
2024-01-09,PG,148.57,149.4,148.05,149.3,9786934.0,1122401295.6283333,0.0074690495682042685
2024-01-09,UNH,523.733,525.301,518.215,524.095,2749954.0,1569687911.5684998,0.008589990864657147
2024-01-09,XOM,101.29,101.29,99.19,99.67,19496647.0,2123177420.9316666,0.010584298055283325
2024-01-10,AAPL,182.626,184.655,182.2,184.448,47234815.0,11155925940.18443,0.013063606151372984
2024-01-10,AMZN,152.06,154.42,151.881,153.73,44421830.0,7075410549.461429,0.019363106857102404
2024-01-10,GOOGL,140.49,142.484,140.4,141.767,21397490.0,3270262917.8184285,0.014700715698090398
2024-01-10,HD,350.62,356.86,350.31,356.8,4109255.0,1067906017.8428571,0.017533055332345254
2024-01-10,JNJ,161.825,162.62,161.2,161.87,4945088.0,1106169317.4257143,0.002779262964945773
2024-01-10,JPM,170.0,171.08,168.95,171.02,9670218.0,1781477422.89,0.004630362473804038
2024-01-10,META,360.17,372.94,359.08,370.47,22117206.0,5563475338.894286,0.015526005745887871
2024-01-10,MSFT,373.576,381.319,373.526,379.929,25705037.224691,8514162489.7696705,0.010880606147468844
2024-01-10,NVDA,53.6008,54.5844,53.4738,54.3346,533947102.0,24833079061.98553,0.0251252333135107
2024-01-10,PG,149.35,150.0,149.26,149.94,8591116.0,1146079958.1157143,0.0068326874940295955
2024-01-10,UNH,523.831,526.849,521.934,523.385,2239372.0,1512883026.233,0.007694498548903977
2024-01-10,XOM,99.8,99.8,98.16,98.69,18206088.0,2076546192.9014287,0.009648604969989287
2024-01-11,AAPL,184.795,185.299,181.902,183.853,49592373.0,10901148516.807499,0.012011098330021275
2024-01-11,AMZN,155.04,157.17,153.12,155.18,49072691.0,7142871754.45125,0.01778062020748024
2024-01-11,GOOGL,142.972,144.696,140.127,141.567,24095756.0,3287875539.297625,0.013636062917536529
2024-01-11,HD,357.09,361.0,353.26,356.53,3530570.0,1091762030.875,0.016190939204087616
2024-01-11,JNJ,162.07,162.199,160.78,161.15,4946015.0,1067529442.40375,0.0035109655406793962
2024-01-11,JPM,170.33,170.36,168.6401,170.3,11919498.0,1812529058.7037501,0.004395488662675688
2024-01-11,META,372.13,372.78,362.93,369.67,17205385.0,5663080255.65125,0.0150728720056102
2024-01-11,MSFT,383.135,387.781,377.556,381.776,28059111.024808,8788929074.87435,0.009934148981866278
2024-01-11,NVDA,54.9834,55.3304,53.5448,54.8064,596927964.0,25818378275.008537,0.023373030867172545
2024-01-11,PG,150.05,150.8,149.2935,150.51,6659447.0,1128109134.3475,0.006305278337591505
2024-01-11,UNH,521.914,525.837,520.356,525.37,2890706.0,1513608924.356375,0.007209108829630378
2024-01-11,XOM,99.04,99.5,98.56,98.67,15833360.0,2012262622.68875,0.009078958245513885
2024-01-12,AAPL,184.319,184.994,183.457,184.18,40860050.0,10526088015.939999,0.011137436711565226
2024-01-12,AMZN,155.39,156.2,154.01,154.62,40484155.0,7044737120.19,0.016744839948412815
2024-01-12,GOOGL,142.154,142.677,141.307,142.134,18853613.0,3220304860.5025554,0.012624564671497392
2024-01-12,HD,358.53,358.53,353.43,355.71,1956284.0,1047774003.1822221,0.015197792715884605
2024-01-12,JNJ,161.84,162.47,161.69,162.39,4496942.0,1030054883.4011111,0.004009410576994277
2024-01-12,JPM,173.8,176.31,168.9,169.05,19436504.0,1976219274.5366669,0.004567115162869267
2024-01-12,META,370.155,377.06,369.54,374.49,19310046.0,5837340130.194445,0.014011595589991844
2024-01-12,MSFT,382.628,385.795,381.795,385.587,21823132.300984,8747349857.059368,0.009347505252681527
2024-01-12,NVDA,54.6044,54.9544,54.3147,54.6944,353093681.0,25095474802.90608,0.022869251478358655
2024-01-12,PG,150.95,151.3,149.89,150.6,5684834.0,1097889897.2422223,0.005850741459828214
2024-01-12,UNH,505.103,514.467,499.524,507.682,6499609.0,1712067321.2432222,0.01368152290351503
2024-01-12,XOM,100.14,100.65,99.1703,99.95,18041683.0,1989040799.7066667,0.010578907183510861
2024-01-16,AAPL,180.457,182.537,179.239,181.912,66222590.0,10678147593.553999,0.011227385886562967
2024-01-16,AMZN,153.53,154.99,152.15,153.16,41384636.0,6974110493.147,0.016289897434423467
2024-01-16,GOOGL,141.487,143.829,140.939,141.975,22752649.0,3221305108.6298,0.01193496374356045
2024-01-16,HD,358.06,359.645,356.21,358.43,3669405.0,1074519086.279,0.014270984195345912
2024-01-16,JNJ,161.57,162.25,160.18,160.52,6923174.0,1038180184.109,0.00583269311452571
2024-01-16,JPM,164.87,168.09,164.3,167.99,17206420.0,2067647996.663,0.004481509149450507
2024-01-16,META,373.65,375.61,367.23,367.46,15306885.0,5816072913.385,0.016224892861940503
2024-01-16,MSFT,390.738,391.106,384.745,387.374,27405683.042396,8934239777.639942,0.008753186189766192
2024-01-16,NVDA,55.0024,56.8188,54.8844,56.3661,449707195.0,25120751395.02442,0.021916568781581634
2024-01-16,PG,150.15,151.5,148.88,149.79,8120101.0,1109731900.3969998,0.005942753942017093
2024-01-16,UNH,509.824,510.591,502.853,505.385,3838498.0,1734852520.2919,0.012798638299744316
2024-01-16,XOM,99.82,100.01,97.53,97.69,20235699.0,1987819263.2670002,0.011873764008671246
2024-01-17,AAPL,179.575,181.219,178.613,180.97,47764295.0,10493216400.153637,0.010661537189151315
2024-01-17,AMZN,151.49,152.15,149.91,151.71,34953363.0,6822170875.654545,0.015816813304340215
2024-01-17,GOOGL,140.835,141.327,138.398,140.959,21044662.0,3198135054.286909,0.011745184826199923
2024-01-17,HD,356.63,359.7551,354.05,355.7,2646225.0,1062404826.8445455,0.013973953000785798
2024-01-17,JNJ,160.25,161.3,159.87,160.43,5072104.0,1017774498.7099999,0.005507441449748378
2024-01-17,JPM,167.34,169.07,166.49,167.09,11107466.0,2048402405.5063636,0.004310436137483156
2024-01-17,META,366.3,368.54,358.61,368.37,12724779.0,5713468724.916364,0.015356021966099802
2024-01-17,MSFT,385.101,387.215,381.953,386.579,22400371.784382,8909264645.494003,0.008610418028310418
2024-01-17,NVDA,56.3311,56.4547,54.7244,56.0371,474528941.0,25254430879.08685,0.02197962529513267
2024-01-17,PG,149.155,150.6,149.01,149.94,6541439.0,1098012942.5118182,0.005603252711466201
2024-01-17,UNH,507.458,516.584,506.212,511.021,3894769.0,1758075813.8243637,0.013001465198395372
2024-01-17,XOM,96.6,97.96,96.58,96.98,18384015.0,1969188582.4881818,0.01121542877967784
2024-01-18,AAPL,184.349,187.37,184.093,186.865,78742434.0,10844965444.258333,0.014429082834975902
2024-01-18,AMZN,152.77,153.775,151.82,153.5,37850245.0,6737824353.308333,0.015335820686050942
2024-01-18,GOOGL,141.537,143.689,141.477,142.962,25839750.0,3239465661.388,0.0116953068793451
2024-01-18,HD,356.12,358.71,354.03,357.9,2510660.0,1048751525.7741667,0.01328896321574154
2024-01-18,JNJ,160.0,161.37,159.69,161.21,5368502.0,1005081307.7691666,0.005402770857793864
2024-01-18,JPM,167.12,167.53,165.24,167.42,9382255.0,2008600299.3891668,0.004348452149914813
2024-01-18,META,371.49,376.85,370.95,376.13,16354332.0,5749959239.103333,0.015232629256077577
2024-01-18,MSFT,388.813,391.066,387.225,390.946,23566990.859518,8934610992.416597,0.008390461606317231
2024-01-18,NVDA,57.2438,57.5837,56.0911,57.0908,491789753.0,25489617508.377308,0.020875662760856784
2024-01-18,PG,148.225,148.4,146.92,148.14,6526221.0,1087078062.2141666,0.006573009837516475
2024-01-18,UNH,491.833,503.135,484.27,502.649,7567704.0,1928561066.6636667,0.013013098002207294
2024-01-18,XOM,97.0,97.09,95.82,96.8,20940275.0,1974007752.2808332,0.01069125583643958
2024-01-19,AAPL,187.56,190.154,187.054,189.768,69553699.0,11026050129.456308,0.014337961475374536
2024-01-19,AMZN,153.83,155.76,152.74,155.34,51651628.0,6836727394.863077,0.014889925531117496
2024-01-19,GOOGL,144.217,145.921,143.858,145.851,34396105.0,3376176480.5393076,0.012149880088724514
2024-01-19,HD,358.81,362.96,356.2801,362.41,3234572.0,1058250734.446923,0.012945866667570626
2024-01-19,JNJ,161.15,161.9226,160.28,161.68,7071320.0,1015712823.91,0.005190338655823332
2024-01-19,JPM,167.55,170.57,167.08,170.31,13115664.0,2025917871.4238462,0.007048565591360795
2024-01-19,META,379.0,384.36,377.97,383.45,21670806.0,5946860109.995385,0.014918787674362602
2024-01-19,MSFT,392.823,395.711,390.58,395.711,29550470.442001,9146829086.005678,0.008228544382119366
2024-01-19,NVDA,57.9725,59.4831,57.2088,59.4741,543655574.0,26016064313.39701,0.021267875428717362
2024-01-19,PG,148.25,148.62,147.31,147.57,7848138.0,1092545113.1715384,0.006348040293167622
2024-01-19,UNH,501.344,503.827,488.513,490.207,6310728.0,2018176603.1276922,0.013793707246709369
2024-01-19,XOM,96.72,97.0156,96.41,96.95,20088432.0,1971974346.9053845,0.010368210465589006
2024-01-22,AAPL,190.501,193.503,190.462,192.077,60701751.0,11071290136.411358,0.01397576551041715
2024-01-22,AMZN,156.89,157.05,153.9,154.78,43687468.0,6831385887.875715,0.014375367271790259
2024-01-22,GOOGL,146.568,147.855,145.313,145.463,32317098.0,3470802590.956071,0.011819552049541403
2024-01-22,HD,359.36,361.46,355.6861,356.69,4003659.0,1084666048.3228571,0.013573824441283591
2024-01-22,JNJ,162.0,163.58,161.34,162.47,6824156.0,1022356238.2964286,0.005090937960246678
2024-01-22,JPM,170.46,171.9803,169.71,170.11,12837505.0,2037194307.4328573,0.0067491302027386894
2024-01-22,META,387.95,390.3525,381.1601,381.78,17680454.0,6004230368.432857,0.01473080398121256
2024-01-22,MSFT,397.051,397.647,390.668,393.566,27218930.899419,9258658848.316753,0.008498708101794828
2024-01-22,NVDA,60.0321,60.3138,59.0532,59.6371,453083052.0,26087813953.89931,0.02079489373805999
2024-01-22,PG,146.97,148.21,146.28,147.86,11084134.0,1131570466.0335715,0.00612056371998582
2024-01-22,UNH,490.578,499.952,483.335,499.388,6084181.0,2091047344.4205716,0.014832393599514248
2024-01-22,XOM,96.7,97.095,95.77,96.82,19955946.0,1969128657.249286,0.009964557118112978
2024-01-23,AAPL,193.195,193.919,192.017,193.354,42755592.0,10884335109.688467,0.013454831651558636
2024-01-23,AMZN,154.85,156.21,153.93,156.02,37986039.0,6771065615.669333,0.01388839387331699
2024-01-23,GOOGL,145.363,146.65,144.974,146.508,21714562.0,3451506221.5253997,0.011381837279060612
2024-01-23,HD,355.85,355.88,349.06,350.78,3878445.0,1103053707.5746665,0.014014764429587986
2024-01-23,JNJ,159.66,160.5075,156.91,159.81,9149777.0,1051680879.9013333,0.006781883332244
2024-01-23,JPM,169.67,169.75,168.44,168.99,8360829.0,1995574453.118,0.006662096490239421
2024-01-23,META,384.615,388.38,382.075,385.2,15506096.0,6002144889.150666,0.014157330215474224
2024-01-23,MSFT,392.814,396.416,391.006,395.939,20679371.891256,9187266246.912437,0.008168385860316905
2024-01-23,NVDA,59.5531,59.8931,58.5685,59.8561,294737991.0,25524750801.179028,0.02028397968909421
2024-01-23,PG,153.11,156.4,152.89,153.98,19101558.0,1252216295.0206666,0.012631663341884012
2024-01-23,UNH,498.912,504.343,498.5,501.85,2745916.0,2043513384.4325333,0.014437794212370264
2024-01-23,XOM,96.81,98.5,96.73,97.91,15863433.0,1941399328.4346666,0.010429649374650804
2024-01-24,AAPL,193.592,194.542,192.521,192.68,54137805.0,10856018682.045437,0.013096357369980651
2024-01-24,AMZN,157.8,158.51,156.48,156.87,48547315.0,6823850096.193125,0.013398878481489757
2024-01-24,GOOGL,148.003,149.314,147.565,148.163,25324923.0,3470300618.083125,0.011106750121466818
2024-01-24,HD,351.94,352.87,347.07,347.27,3474405.0,1109522639.873125,0.013814797522680071
2024-01-24,JNJ,159.75,160.6,158.16,158.96,7247926.0,1057958969.7175,0.006675279323492411
2024-01-24,JPM,169.36,171.01,168.8627,170.5,9967060.0,1977062532.923125,0.006939790289353822
2024-01-24,META,390.0,396.15,387.81,390.7,15604285.0,6008047967.9225,0.01374680018221105
2024-01-24,MSFT,398.559,402.619,397.477,399.572,25052904.858821,9238714562.745962,0.007936287350218162
2024-01-24,NVDA,60.2868,62.8312,59.9211,61.3447,560429609.0,26078165515.806732,0.019684520784158156
2024-01-24,PG,153.93,154.23,152.09,152.12,11592672.0,1284170105.621875,0.012744710350864878
2024-01-24,UNH,504.167,507.896,499.349,499.621,2998429.0,2009423678.8685625,0.013916767926908763
2024-01-24,XOM,98.32,99.65,97.74,99.6,17330646.0,1927945141.7575,0.011344463629227291
2024-01-25,AAPL,193.394,194.43,191.307,192.353,55339861.0,10843593364.450588,0.012711190380391403
2024-01-25,AMZN,156.95,158.505,154.5501,157.75,43638592.0,6827387613.358235,0.012959683379720232
2024-01-25,GOOGL,149.523,152.497,149.0,151.322,29254737.0,3526570305.9790587,0.011482786803811573
2024-01-25,HD,352.59,352.875,348.26,350.97,3064197.0,1107517850.5329413,0.0135851634884651
2024-01-25,JNJ,159.0,159.62,158.47,159.56,5478898.0,1047150381.1976471,0.006532882733375443
2024-01-25,JPM,172.31,172.99,170.905,172.94,8873481.0,1951034137.1123528,0.0076701782658259755
2024-01-25,META,390.17,395.49,385.66,393.18,15091080.0,6003663430.656471,0.013288433138254131
2024-01-25,MSFT,401.319,403.989,399.541,401.865,21178348.478703,9195898236.195847,0.007667394000794518
2024-01-25,NVDA,62.3324,62.7013,60.8327,61.5995,482913717.0,26293993633.132305,0.01926379845917024
2024-01-25,PG,152.4,155.66,152.06,155.62,10352452.0,1303398251.1876469,0.013428111908660327
2024-01-25,UNH,474.66,482.371,466.298,480.318,15070614.0,2317027413.949941,0.01609946302899894
2024-01-25,XOM,100.31,102.18,99.615,102.13,22089510.0,1947242583.7894115,0.012892943113274892
2024-01-26,AAPL,192.451,192.938,190.144,190.62,45015153.0,10717881981.14,0.012641222358697825
2024-01-26,AMZN,158.42,160.72,157.91,159.12,51047353.0,6899346902.025,0.012616905425175897
2024-01-26,GOOGL,150.554,151.984,150.465,151.636,26210165.0,3551449987.865778,0.011158591400082863
2024-01-26,HD,351.47,357.05,351.02,355.3,3177883.0,1108716960.4977777,0.013430974270394684
2024-01-26,JNJ,160.43,160.74,159.3601,159.5,5591930.0,1038526073.0755556,0.006325694960600153
2024-01-26,JPM,172.61,173.06,171.78,172.28,7442955.0,1913880701.0172222,0.00749469091853742
2024-01-26,META,394.35,396.79,391.5908,394.14,13159290.0,5958271160.097777,0.012938186527593785
2024-01-26,MSFT,401.369,403.155,399.443,400.931,17936401.558277,9084529412.69394,0.007664107356442118
2024-01-26,NVDA,60.9427,61.7654,60.5558,61.0137,390419251.0,26156600823.22155,0.019627069416987646
2024-01-26,PG,155.81,156.16,155.34,156.14,8356819.0,1303477999.3805554,0.013002128282528778
2024-01-26,UNH,480.199,490.335,476.91,489.858,6381380.0,2361968671.177167,0.01675134768401209
2024-01-26,XOM,101.97,103.08,101.1901,103.0,20817240.0,1958183313.578889,0.01265584660149079
2024-01-29,AAPL,190.214,190.402,187.806,189.936,47590861.0,10629531233.442947,0.012339099508753986
2024-01-29,AMZN,159.34,161.29,158.9,161.26,45270385.0,6920449816.923684,0.012459242748645665
2024-01-29,GOOGL,151.511,153.224,150.883,152.956,27884979.0,3589014454.1846313,0.010847689080174248
2024-01-29,HD,355.15,356.37,353.0101,355.7,2731986.0,1101509089.9557896,0.01303093638406202
2024-01-29,JNJ,159.01,160.0699,158.96,159.36,6483190.0,1038243709.1452633,0.006139195118163912
2024-01-29,JPM,172.24,172.84,171.3,172.73,6971192.0,1876525611.1826317,0.0072950889921425816
2024-01-29,META,394.985,402.93,393.1,401.02,18742433.0,6040261650.706316,0.012759893957117855
2024-01-29,MSFT,403.045,406.936,401.329,406.68,24693520.375224,9134941594.45721,0.007750069113840126
2024-01-29,NVDA,61.2147,62.4714,60.8897,62.4474,348831853.0,25926445109.211582,0.019166839727047066
2024-01-29,PG,156.68,157.33,155.395,156.16,8987609.0,1308742579.4889474,0.012631297888106793
2024-01-29,UNH,489.769,493.08,487.861,491.162,4678151.0,2358587688.560579,0.016325479292560483
2024-01-29,XOM,102.98,103.2,101.86,103.13,18317549.0,1954546761.7257895,0.012279496286047555
2024-01-30,AAPL,189.154,190.006,185.716,186.279,56386900.0,10623239439.025799,0.012933332912257664
2024-01-30,AMZN,160.7,161.73,158.49,159.0,45207430.0,6933826394.577499,0.01280367714521917
2024-01-30,GOOGL,152.249,153.066,150.639,150.913,36463539.0,3684704834.5307493,0.011432226625527507
2024-01-30,HD,354.5,358.93,354.04,357.1,2336454.0,1088151021.628,0.012673580560237678
2024-01-30,JNJ,159.35,159.76,158.13,158.77,7200538.0,1043492994.6010001,0.0060202591881795605
2024-01-30,JPM,172.83,176.7603,172.83,176.27,10822075.0,1878079688.6360002,0.008477332034928101
2024-01-30,META,403.59,406.36,399.57,400.06,18614727.0,6110598952.351999,0.012639037632984077
2024-01-30,MSFT,409.2,409.985,403.433,405.558,33727951.238365,9362126537.150791,0.007770793204761464
2024-01-30,NVDA,62.8821,63.475,62.2424,62.7562,410851752.0,25919297589.694126,0.01876115723001968
2024-01-30,PG,156.34,157.92,155.82,157.49,7794730.0,1304685051.8995,0.012345713488512088
2024-01-30,UNH,491.162,492.632,485.982,490.257,5065531.0,2364828905.7058997,0.015870470171307362
2024-01-30,XOM,102.41,104.88,102.1,104.85,19610934.0,1959629745.1345,0.012498212184837062
2024-01-31,AAPL,185.291,185.344,182.626,182.674,55991635.0,10368991326.72665,0.013367205796581386
2024-01-31,AMZN,157.0,159.01,154.81,155.2,50284371.0,6969153121.5215,0.013854748375473668
2024-01-31,GOOGL,143.101,143.48,139.365,139.594,72170725.0,4024625799.842,0.02104995811915105
2024-01-31,HD,357.92,358.982,352.35,352.96,3377866.0,1098869319.1200001,0.012698110234338512
2024-01-31,JNJ,160.4,160.62,158.67,158.9,8257029.0,1032132659.168,0.005865807588989049
2024-01-31,JPM,176.2,178.3,174.34,174.36,11521820.0,1892681159.3,0.008686048976186352
2024-01-31,META,389.0,398.0,387.1,390.14,20180817.0,6174560808.767,0.01428776630857301
2024-01-31,MSFT,403.939,412.237,394.262,394.628,48229070.872832,9845371776.832737,0.010425737222089714
2024-01-31,NVDA,61.4226,62.2514,60.6828,61.5095,453923530.0,26324864366.65229,0.01978580768615746
2024-01-31,PG,157.99,158.5,156.7,157.14,8870215.0,1320546439.5985,0.012074876887969424
2024-01-31,UNH,491.133,501.344,491.133,498.171,5504048.0,2409816701.0629997,0.016058275940046902
2024-01-31,XOM,104.74,104.88,102.7714,102.81,22415291.0,1954669303.7380002,0.013023355527641408
2024-02-01,AAPL,182.264,185.201,182.1,185.113,65498181.0,10437074107.31095,0.013584041724388205
2024-02-01,AMZN,155.87,159.76,155.62,159.28,76542419.0,7211826784.305,0.014595145676885175
2024-02-01,GOOGL,141.607,142.544,140.282,140.65,40613244.0,4142061135.7858,0.021079512975457567
2024-02-01,HD,353.4,360.14,352.32,360.07,2439201.0,1086808395.5665002,0.012360587349263088
2024-02-01,JNJ,158.16,158.49,157.05,158.36,8012122.0,1029317493.7945,0.0056911953393897095
2024-02-01,JPM,173.64,174.84,171.43,173.73,9354798.0,1889541584.3495,0.008664806996188346
2024-02-01,META,393.94,400.5,393.05,394.78,29727051.0,6495220479.2305,0.01408507647671177
2024-02-01,MSFT,398.848,404.972,398.818,400.783,30886980.510471,10036583157.872456,0.010709727516088318
2024-02-01,NVDA,62.0824,63.173,61.6325,63.0091,369250450.0,26724936070.138016,0.019042841129675254
2024-02-01,PG,156.77,159.3,156.62,159.18,7601144.0,1324143773.3665,0.012089054274554029
2024-02-01,UNH,495.338,496.693,489.662,493.693,4358139.0,2439031965.65405,0.016019421747726303
2024-02-01,XOM,103.57,104.01,101.62,102.39,19240687.0,1931936090.4155002,0.012913357756278419
2024-02-02,AAPL,178.178,185.577,177.574,184.113,103520169.0,10735322092.11385,0.013297003532744135
2024-02-02,AMZN,169.19,172.5,167.33,171.81,117218313.0,7813706957.231999,0.020818959049116785
2024-02-02,GOOGL,138.757,142.105,136.007,141.866,62726141.0,4401931176.117899,0.020640831041819383
2024-02-02,HD,354.18,359.55,350.02,357.23,3697782.0,1091023767.8574998,0.012601117185641319
2024-02-02,JNJ,157.97,158.31,155.94,156.61,8295916.0,1039932386.841,0.006133334687773038
2024-02-02,JPM,173.3,175.8162,173.26,174.73,8607839.0,1862133272.8505,0.00873673125001788
2024-02-02,META,459.6,485.96,453.01,474.99,84707646.0,8296978940.2875,0.046094590440137605
2024-02-02,MSFT,400.813,409.586,400.565,408.168,28467969.7242,10233043953.869183,0.01078898520576025
2024-02-02,NVDA,63.9558,66.5811,63.672,66.1412,476712770.0,27565800650.697437,0.020558070543822252
2024-02-02,PG,158.97,159.6,157.525,158.09,7937716.0,1334357378.7035,0.012309572992690108
2024-02-02,UNH,494.773,499.309,491.988,496.701,3908148.0,2454431502.556,0.016014455343531755
2024-02-02,XOM,103.75,104.0,101.611,101.97,21973405.0,1944741887.9439998,0.012796118893282681
